ActivityID,CustomerID,Type,StartTime,EndTime,Duration,StartCondition,StartLocation,EndCondition,Notes
391,10,Sleep,2025-04-23 06:30:47,2025-04-23 08:20:40,109,,,,
390,10,Feed,2025-04-23 08:20:31,,,Breast Milk,Bottle,80ml,
393,10,Pump,2025-04-23 08:45:31,2025-04-23 08:56:31,11,45ml,,65ml,
392,10,Diaper,2025-04-23 08:51:58,,,,,"Both, pee:Small poo:Medium",
398,10,Sleep,2025-04-23 09:36:47,2025-04-23 11:26:03,109,,,,
395,10,Feed,2025-04-23 11:30:25,,,Breast Milk,Bottle,80ml,
396,10,Diaper,2025-04-23 11:50:55,,,,,"Both, pee:Small poo:Small",
394,10,Pump,2025-04-23 11:55:50,2025-04-23 12:05:50,10,48ml,,70ml,
399,10,Diaper,2025-04-23 12:05:51,,,,,poo:Medium,
403,10,Sleep,2025-04-23 12:13:36,2025-04-23 15:15:36,182,,,,
402,10,Pump,2025-04-23 15:00:01,2025-04-23 15:10:01,10,42ml,,60ml,
404,10,Feed,2025-04-23 15:17:20,,,Breast Milk,Bottle,80ml,
405,10,Sleep,2025-04-23 15:45:20,2025-04-23 17:45:20,120,,,,
406,10,Diaper,2025-04-23 17:45:45,,,,,pee:Medium,
407,10,Feed,2025-04-23 17:53:02,,,Breast Milk,Bottle,85ml,
408,10,Pump,2025-04-23 18:00:18,2025-04-23 18:10:18,10,42ml,,50ml,
410,10,Sleep,2025-04-23 18:15:25,2025-04-23 21:05:54,170,,,,
409,10,Diaper,2025-04-23 21:10:17,,,,,"Both, pee:medium poo:Big",
411,10,Pump,2025-04-23 21:15:39,2025-04-23 21:25:39,10,45ml,,60ml,
412,10,Feed,2025-04-23 21:22:29,,,Breast Milk,Bottle,85,
413,10,Sleep,2025-04-23 22:11:30,2025-04-24 01:08:29,176,,,,
415,10,Pump,2025-04-24 01:08:10,2025-04-24 01:18:10,10,45ml,,70ml,
414,10,Feed,2025-04-24 01:08:48,,,Breast Milk,Bottle,80ml,
416,10,Diaper,2025-04-24 01:30:45,,,,,"Both, pee:Medium poo:Medium",
417,10,Sleep,2025-04-24 01:30:50,2025-04-24 05:20:50,230,,,,
418,10,Feed,2025-04-24 05:23:24,,,Breast Milk,Bottle,85ml,
420,10,Pump,2025-04-24 05:30:25,2025-04-24 05:40:25,10,45ml,,60ml,
419,10,Diaper,2025-04-24 05:35:32,,,,,"Both, pee:Medium poo:Medium",
423,10,Sleep,2025-04-24 05:58:37,2025-04-24 07:15:48,77,,,,
422,10,Feed,2025-04-24 07:15:13,,,Breast Milk,Bottle,70,
421,10,Diaper,2025-04-24 07:15:59,,,,,"Both, pee:Small poo:Small",
424,10,Sleep,2025-04-24 07:52:38,2025-04-24 08:45:29,52,,,,
426,10,Diaper,2025-04-24 08:45:00,,,,,poo:small,
428,10,Sleep,2025-04-24 09:25:54,2025-04-24 10:00:57,35,,,,
425,10,Pump,2025-04-24 09:30:21,2025-04-24 09:40:21,10,50ml,,65ml,
427,10,Feed,2025-04-24 10:00:16,,,Breast Milk,Bottle,85ml,
431,10,Sleep,2025-04-24 10:20:00,2025-04-24 13:00:02,160,,,,
430,10,Pump,2025-04-24 12:38:55,2025-04-24 12:48:55,10,45ml,,70ml,
432,10,Diaper,2025-04-24 13:05:53,,,,,pee:Medium,
434,10,Feed,2025-04-24 13:20:45,,,Breast Milk,Bottle,85ml,
438,10,Sleep,2025-04-24 13:30:59,2025-04-24 15:50:59,140,,,,
437,10,Diaper,2025-04-24 15:50:14,,,,,"Both, pee:Big poo:Small",
436,10,Feed,2025-04-24 16:05:10,,,Breast Milk,Bottle,90ml,
443,10,Pump,2025-04-24 16:20:15,2025-04-24 16:27:15,7,25ml,,35ml,
441,10,Sleep,2025-04-24 16:30:17,2025-04-24 17:30:17,60,,,,
435,10,Diaper,2025-04-24 17:00:39,,,,,"Both, pee:Medium poo:Medium",
440,10,Diaper,2025-04-24 18:15:07,,,,,"Both, pee:Medium poo:Small",
444,10,Sleep,2025-04-24 18:30:38,2025-04-24 21:30:39,180,,,,
439,10,Feed,2025-04-24 18:30:55,,,Breast Milk,Bottle,50ml,
442,10,Pump,2025-04-24 19:35:47,2025-04-24 19:41:47,6,35ml,,50ml,
456,10,Pump,2025-04-24 21:28:22,2025-04-24 21:35:22,7,40ml,,50ml,
446,10,Feed,2025-04-24 21:30:14,,,Breast Milk,Bottle,85ml,
445,10,Sleep,2025-04-24 21:50:24,2025-04-25 01:00:48,190,,,,
448,10,Diaper,2025-04-25 01:05:24,,,,,"Both, pee:Medium poo:Medium",
447,10,Feed,2025-04-25 01:05:25,,,Breast Milk,Bottle,85ml,
449,10,Pump,2025-04-25 01:10:17,2025-04-25 01:22:17,12,45ml,,45ml,
450,10,Sleep,2025-04-25 01:35:35,2025-04-25 04:50:35,195,,,,
452,10,Diaper,2025-04-25 04:55:21,,,,,poo:small,
451,10,Feed,2025-04-25 05:00:42,,,Breast Milk,Bottle,90ml,
457,10,Sleep,2025-04-25 05:20:00,2025-04-25 08:36:13,196,,,,
453,10,Pump,2025-04-25 06:05:50,2025-04-25 06:15:50,10,40ml,,60ml,
458,10,Diaper,2025-04-25 08:38:54,,,,,"Both, pee:Medium poo:Medium",
459,10,Feed,2025-04-25 08:41:26,,,Breast Milk,Bottle,90ml,
460,10,Pump,2025-04-25 09:00:27,2025-04-25 09:13:27,13,37ml,,60ml,
461,10,Sleep,2025-04-25 10:00:00,2025-04-25 11:43:03,103,,,,
462,10,Feed,2025-04-25 11:43:25,,,Breast Milk,Bottle,90ml,
463,10,Pump,2025-04-25 12:15:18,2025-04-25 12:25:18,10,50ml,,50ml,
464,10,Sleep,2025-04-25 12:21:11,2025-04-25 15:46:08,204,,,,
466,10,Diaper,2025-04-25 15:48:04,,,,,"Both, pee:Medium poo:Big",
465,10,Feed,2025-04-25 15:52:07,,,Breast Milk,Bottle,95ml,
467,10,Pump,2025-04-25 16:10:36,2025-04-25 16:20:36,10,35ml,,55ml,
468,10,Diaper,2025-04-25 16:35:00,,,,,"Both, pee:Medium poo:Medium",
469,10,Diaper,2025-04-25 17:11:48,,,,,"Both, pee:Small poo:Small",
470,10,Sleep,2025-04-25 17:40:27,2025-04-25 18:45:25,64,,,,
471,10,Feed,2025-04-25 18:45:46,,,Breast Milk,Bottle,90ml,
472,10,Pump,2025-04-25 19:05:35,2025-04-25 19:19:35,14,46ml,,52ml,
473,10,Sleep,2025-04-25 19:26:35,2025-04-25 20:09:40,43,,,,
474,10,Sleep,2025-04-25 19:26:35,2025-04-25 20:09:40,43,,,,
475,10,Diaper,2025-04-25 20:11:25,,,,,"Both, pee:Medium poo:Small",
476,10,Sleep,2025-04-25 21:40:28,2025-04-25 22:45:29,65,,,,
478,10,Feed,2025-04-25 22:50:33,,,Breast Milk,Bottle,90ml,
477,10,Pump,2025-04-25 22:50:58,2025-04-25 23:00:58,10,45ml,,47ml,
479,10,Sleep,2025-04-25 23:20:45,2025-04-26 03:09:52,229,,,,
480,10,Diaper,2025-04-26 03:12:55,,,,,"Both, pee:Medium poo:Medium",
481,10,Pump,2025-04-26 03:15:09,2025-04-26 03:25:09,10,30ml,,70ml,
482,10,Feed,2025-04-26 03:17:40,,,Breast Milk,Bottle,90ml,
484,10,Sleep,2025-04-26 03:49:44,2025-04-26 06:50:20,180,,,,
483,10,Pump,2025-04-26 06:20:29,2025-04-26 06:31:29,11,33ml,,62ml,
485,10,Feed,2025-04-26 06:52:35,,,Breast Milk,Bottle,90ml,
489,10,Diaper,2025-04-26 07:31:26,,,,,"Both, pee:Big poo:Small",
487,10,Sleep,2025-04-26 08:10:01,2025-04-26 10:00:56,110,,,,
486,10,Pump,2025-04-26 09:18:49,2025-04-26 09:28:49,10,35ml,,55ml,
488,10,Feed,2025-04-26 10:00:16,,,Breast Milk,Bottle,90ml,
490,10,Sleep,2025-04-26 10:19:10,2025-04-26 13:53:37,214,,,,
492,10,Pump,2025-04-26 13:00:16,2025-04-26 13:13:16,13,30ml,,60ml,
491,10,Diaper,2025-04-26 13:54:09,,,,,"Both, pee:Medium poo:Small",
493,10,Feed,2025-04-26 13:57:38,,,Breast Milk,Bottle,90ml,
495,10,Sleep,2025-04-26 14:30:24,2025-04-26 16:53:46,143,,,,
494,10,Diaper,2025-04-26 15:25:47,,,,,"Both, pee:Medium poo:Medium",
497,10,Diaper,2025-04-26 16:54:39,,,,,"Both, pee:Medium poo:Medium",
498,10,Feed,2025-04-26 16:58:17,,,Breast Milk,Bottle,90ml,
496,10,Pump,2025-04-26 17:30:04,2025-04-26 17:43:04,13,40ml,,50ml,
500,10,Sleep,2025-04-26 17:30:08,2025-04-26 20:30:49,180,,,,
501,10,Pump,2025-04-26 20:10:01,2025-04-26 20:23:01,13,35ml,,55ml,
499,10,Feed,2025-04-26 20:30:34,,,Breast Milk,Bottle,90ml,
502,10,Diaper,2025-04-26 21:10:05,,,,,"Both, pee:Medium poo:Medium",
504,10,Sleep,2025-04-26 21:14:58,2025-04-27 00:31:35,196,,,,
503,10,Pump,2025-04-27 00:08:15,2025-04-27 00:23:15,15,40ml,,55ml,
505,10,Diaper,2025-04-27 00:32:29,,,,,pee:medium,
506,10,Feed,2025-04-27 00:37:48,,,Breast Milk,Bottle,90ml,
515,10,Sleep,2025-04-27 01:00:00,2025-04-27 04:15:00,195,,,,
513,10,Pump,2025-04-27 04:07:50,2025-04-27 04:20:50,13,40ml,,60ml,
514,10,Diaper,2025-04-27 04:20:21,,,,,"Both, pee:Medium poo:Medium",
511,10,Feed,2025-04-27 04:22:47,,,Breast Milk,Bottle,98ml,
507,10,Sleep,2025-04-27 04:50:54,2025-04-27 07:30:54,160,,,,
512,10,Pump,2025-04-27 07:20:01,2025-04-27 07:30:01,10,40ml,,50ml,
508,10,Diaper,2025-04-27 07:33:13,,,,,"Both, pee:Medium poo:Medium",
510,10,Feed,2025-04-27 07:40:26,,,Breast Milk,Bottle,90ml,
509,10,Diaper,2025-04-27 08:22:00,,,,,"Both, pee:Small poo:Medium",
517,10,Sleep,2025-04-27 09:30:29,2025-04-27 11:20:55,110,,,,
516,10,Pump,2025-04-27 11:05:31,2025-04-27 11:15:31,10,40ml,,50ml,
518,10,Feed,2025-04-27 11:20:55,,,Breast Milk,Bottle,90ml,
519,10,Diaper,2025-04-27 11:52:16,,,,,pee:Medium,
521,10,Sleep,2025-04-27 12:00:12,2025-04-27 14:40:17,160,,,,
520,10,Diaper,2025-04-27 14:30:01,,,,,"Both, pee:Small poo:Small",
522,10,Pump,2025-04-27 14:40:31,2025-04-27 14:52:31,12,40ml,,50ml,
523,10,Feed,2025-04-27 14:45:52,,,Breast Milk,Bottle,90ml,
524,10,Diaper,2025-04-27 16:00:10,,,,,pee:Medium,
527,10,Sleep,2025-04-27 16:10:10,2025-04-27 20:50:57,280,,,,
525,10,Pump,2025-04-27 17:20:40,2025-04-27 17:33:40,13,40ml,,50ml,
526,10,Feed,2025-04-27 18:20:14,,,Breast Milk,Bottle,90,
528,10,Diaper,2025-04-27 20:51:03,,,,,"Both, pee:Medium poo:Medium",
529,10,Feed,2025-04-27 21:20:41,,,Breast Milk,Bottle,80ml,
533,10,Sleep,2025-04-27 22:00:16,2025-04-28 01:25:16,205,,,,
530,10,Pump,2025-04-27 22:20:27,2025-04-27 22:30:27,10,45ml,,55ml,
531,10,Diaper,2025-04-27 22:25:38,,,,,"Both, pee:Small poo:Medium",
532,10,Feed,2025-04-28 01:30:51,,,Breast Milk,Bottle,90ml,
534,10,Diaper,2025-04-28 01:56:21,,,,,"Both, pee:Medium poo:Medium",
539,10,Sleep,2025-04-28 02:06:01,2025-04-28 04:25:07,139,,,,
536,10,Pump,2025-04-28 03:35:17,2025-04-28 03:45:17,10,38ml,,57ml,
537,10,Diaper,2025-04-28 04:36:50,,,,,"Both, pee:Small poo:Small",
538,10,Feed,2025-04-28 04:45:44,,,Breast Milk,Bottle,95ml,
542,10,Sleep,2025-04-28 05:00:47,2025-04-28 07:45:12,164,,,,
540,10,Pump,2025-04-28 07:35:54,2025-04-28 07:47:54,12,48ml,,70ml,
543,10,Feed,2025-04-28 07:48:27,,,Breast Milk,Bottle,90ml,
547,10,Sleep,2025-04-28 08:30:11,2025-04-28 10:30:11,120,,,,
544,10,Diaper,2025-04-28 08:44:25,,,,,"Both, pee:Medium poo:Medium",
546,10,Diaper,2025-04-28 10:55:44,,,,,"Both, pee:Medium poo:Medium",
545,10,Feed,2025-04-28 11:00:34,,,Breast Milk,Bottle,90ml,
551,10,Sleep,2025-04-28 11:35:32,2025-04-28 15:05:43,210,,,,
549,10,Pump,2025-04-28 13:27:42,2025-04-28 13:37:42,10,35ml,,60ml,
550,10,Feed,2025-04-28 15:06:05,,,Breast Milk,Bottle,90ml,
552,10,Diaper,2025-04-28 15:22:16,,,,,"Both, pee:Small poo:Big",
553,10,Pump,2025-04-28 16:40:50,2025-04-28 16:50:50,10,40ml,,50ml,
555,10,Feed,2025-04-28 18:05:32,,,Breast Milk,Bottle,90ml,
554,10,Diaper,2025-04-28 18:23:25,,,,,pee:Medium,
557,10,Sleep,2025-04-28 18:30:04,2025-04-28 21:40:09,190,,,,
556,10,Pump,2025-04-28 19:45:59,2025-04-28 19:53:59,8,40ml,,55ml,
559,10,Feed,2025-04-28 21:45:29,,,Breast Milk,Bottle,70ml,
560,10,Diaper,2025-04-28 22:00:50,,,,,"Both, pee:Small poo:Small",
558,10,Pump,2025-04-28 22:21:29,2025-04-28 22:33:29,12,40ml,,60ml,
562,10,Sleep,2025-04-28 22:30:09,2025-04-29 01:10:28,160,,,,
561,10,Diaper,2025-04-29 01:17:20,,,,,"Both, pee:Small poo:Medium",
563,10,Feed,2025-04-29 01:20:28,,,Breast Milk,Bottle,95ml,
564,10,Diaper,2025-04-29 01:39:16,,,,,"Both, pee:Medium poo:Medium",
567,10,Sleep,2025-04-29 01:43:55,2025-04-29 05:16:50,212,,,,
565,10,Pump,2025-04-29 02:03:58,2025-04-29 02:17:58,14,40ml,,60ml,
566,10,Feed,2025-04-29 05:15:35,,,Breast Milk,Bottle,95ml,
568,10,Diaper,2025-04-29 05:42:39,,,,,"Both, pee:Medium poo:Medium",
572,10,Sleep,2025-04-29 06:00:07,2025-04-29 07:40:24,100,,,,
570,10,Pump,2025-04-29 07:05:18,2025-04-29 07:20:18,15,40ml,,53ml,
569,10,Diaper,2025-04-29 07:13:33,,,,,poo:Medium,
571,10,Diaper,2025-04-29 07:45:13,,,,,"Both, pee:Medium poo:Small",
573,10,Feed,2025-04-29 08:25:36,,,Breast Milk,Bottle,93ml,
574,10,Diaper,2025-04-29 09:30:42,,,,,"Both, pee:Small poo:Big",
577,10,Sleep,2025-04-29 09:40:16,2025-04-29 12:25:33,165,,,,
575,10,Pump,2025-04-29 11:17:48,2025-04-29 11:27:48,10,40ml,,70ml,
576,10,Feed,2025-04-29 12:25:15,,,Breast Milk,Bottle,90ml,
578,10,Sleep,2025-04-29 12:41:08,2025-04-29 13:04:35,23,,,,
579,10,Diaper,2025-04-29 13:07:11,,,,,pee:Medium,
582,10,Sleep,2025-04-29 13:15:43,2025-04-29 15:50:20,154,,,,
580,10,Pump,2025-04-29 15:15:34,2025-04-29 15:26:34,11,40ml,,50ml,
581,10,Feed,2025-04-29 16:00:32,,,Breast Milk,Bottle,90ml,
583,10,Diaper,2025-04-29 16:31:03,,,,,"Both, pee:Medium poo:Medium",
587,10,Sleep,2025-04-29 17:00:30,2025-04-29 18:30:30,90,,,,
584,10,Pump,2025-04-29 18:47:29,2025-04-29 18:57:29,10,35ml,,45ml,
585,10,Feed,2025-04-29 19:00:48,,,Breast Milk,Bottle,90,
586,10,Diaper,2025-04-29 19:25:24,,,,,pee:Medium,
589,10,Sleep,2025-04-29 20:00:05,2025-04-29 22:09:03,128,,,,
588,10,Pump,2025-04-29 21:35:39,2025-04-29 21:50:39,15,30ml,,63ml,
590,10,Feed,2025-04-29 22:09:43,,,Breast Milk,Bottle,93ml,
591,10,Diaper,2025-04-29 22:35:16,,,,,poo:Medium,
592,10,Diaper,2025-04-29 22:42:57,,,,,poo:Medium,
596,10,Sleep,2025-04-29 23:00:34,2025-04-30 02:40:34,220,,,,
594,10,Pump,2025-04-30 02:12:48,2025-04-30 02:25:48,13,40ml,,60ml,
593,10,Diaper,2025-04-30 02:15:27,,,,,pee:Medium,
595,10,Feed,2025-04-30 02:27:11,,,Breast Milk,Bottle,100ml,
600,10,Sleep,2025-04-30 02:42:39,2025-04-30 06:00:55,198,,,,
597,10,Diaper,2025-04-30 06:02:08,,,,,"Both, pee:Medium poo:Medium",
598,10,Feed,2025-04-30 06:10:29,,,Breast Milk,Bottle,100ml,
599,10,Pump,2025-04-30 06:22:38,2025-04-30 06:35:38,13,30ml,,60ml,
601,10,Diaper,2025-04-30 07:20:22,,,,,"Both, pee:Medium poo:Big",
606,10,Sleep,2025-04-30 07:30:11,2025-04-30 09:30:39,120,,,,
604,10,Feed,2025-04-30 09:25:53,,,Breast Milk,Bottle,90ml,
608,10,Sleep,2025-04-30 09:52:35,2025-04-30 11:30:35,98,,,,
605,10,Diaper,2025-04-30 11:30:27,,,,,pee:Medium,
613,10,Pump,2025-04-30 11:45:43,2025-04-30 11:55:43,10,40ml,,50ml,
611,10,Feed,2025-04-30 12:26:05,,,Breast Milk,Bottle,90ml,
622,10,Pump,2025-04-30 15:00:41,2025-04-30 15:15:41,15,35ml,,55ml,
623,10,Diaper,2025-04-30 15:27:39,,,,,pee:Big,
624,10,Feed,2025-04-30 15:27:52,,,Breast Milk,Bottle,90ml,
629,10,Pump,2025-04-30 18:30:09,2025-04-30 18:40:09,10,38ml,,49ml,
630,10,Feed,2025-04-30 18:45:24,,,Breast Milk,Bottle,87ml,
631,10,Diaper,2025-04-30 19:09:21,,,,,"Both, pee:Medium poo:Small",
635,10,Sleep,2025-04-30 20:49:09,2025-04-30 22:30:51,101,,,,
632,10,Pump,2025-04-30 21:28:28,2025-04-30 21:38:28,10,35ml,,60ml,
633,10,Feed,2025-04-30 22:30:53,,,Breast Milk,Bottle,95,
634,10,Diaper,2025-04-30 22:43:40,,,,,pee:Medium,
637,10,Sleep,2025-04-30 22:48:00,2025-05-01 02:10:33,202,,,,
643,10,Pump,2025-05-01 01:45:15,2025-05-01 02:01:15,16,30ml,,60ml,
636,10,Feed,2025-05-01 02:15:20,,,Breast Milk,Bottle,95ml,
640,10,Diaper,2025-05-01 02:30:42,,,,,pee:Medium,
641,10,Sleep,2025-05-01 02:40:17,2025-05-01 05:15:19,155,,,,
644,10,Pump,2025-05-01 05:28:18,2025-05-01 05:40:18,12,37ml,,58ml,
638,10,Feed,2025-05-01 05:30:17,,,Breast Milk,Bottle,95ml,
639,10,Diaper,2025-05-01 05:45:57,,,,,"Both, pee:Medium poo:Medium",
648,10,Sleep,2025-05-01 06:29:57,2025-05-01 07:30:17,60,,,,
642,10,Pump,2025-05-01 08:18:16,2025-05-01 08:31:16,13,45ml,,60ml,
645,10,Feed,2025-05-01 08:45:55,,,Breast Milk,Bottle,90ml,
646,10,Diaper,2025-05-01 09:10:21,,,,,pee:Medium,
647,10,Diaper,2025-05-01 09:30:40,,,,,"Both, pee:Small poo:Medium",
649,10,Sleep,2025-05-01 11:25:30,2025-05-01 11:40:02,14,,,,
652,10,Pump,2025-05-01 11:25:44,2025-05-01 11:35:44,10,30ml,,60ml,
651,10,Feed,2025-05-01 11:45:55,,,Breast Milk,Bottle,90ml,
653,10,Sleep,2025-05-01 12:06:14,2025-05-01 12:30:35,24,,,,
654,10,Diaper,2025-05-01 12:30:43,,,,,"Both, pee:Big poo:Big",
658,10,Sleep,2025-05-01 13:00:04,2025-05-01 16:20:45,200,,,,
655,10,Pump,2025-05-01 14:13:40,2025-05-01 14:23:40,10,30ml,,50ml,
656,10,Feed,2025-05-01 16:25:12,,,Breast Milk,Bottle,80ml,
657,10,Diaper,2025-05-01 16:46:26,,,,,pee:Medium,
659,10,Pump,2025-05-01 17:35:04,2025-05-01 17:45:04,10,40ml,,60ml,
660,10,Sleep,2025-05-01 18:05:42,2025-05-01 18:50:14,44,,,,
662,10,Diaper,2025-05-01 18:40:20,,,,,"Both, pee:Medium poo:Small",
661,10,Feed,2025-05-01 18:45:43,,,Breast Milk,Bottle,60ml,
665,10,Sleep,2025-05-01 20:30:41,2025-05-01 21:45:07,74,,,,
663,10,Pump,2025-05-01 20:47:08,2025-05-01 21:01:08,14,40ml,,60ml,
664,10,Feed,2025-05-01 21:47:29,,,Breast Milk,Bottle,95ml,
666,10,Diaper,2025-05-01 22:09:43,,,,,"Both, pee:Medium poo:Small",
668,10,Sleep,2025-05-01 22:10:35,2025-05-02 01:32:32,201,,,,
667,10,Pump,2025-05-02 00:38:40,2025-05-02 00:51:40,13,33ml,,60ml,
669,10,Diaper,2025-05-02 01:35:45,,,,,"Both, pee:Big poo:Big",
670,10,Feed,2025-05-02 01:40:30,,,Breast Milk,Bottle,95ml,
673,10,Sleep,2025-05-02 01:55:57,2025-05-02 06:00:29,244,,,,
671,10,Pump,2025-05-02 04:50:47,2025-05-02 05:03:47,13,35ml,,60ml,
674,10,Feed,2025-05-02 06:10:17,,,Breast Milk,Bottle,95ml,
672,10,Diaper,2025-05-02 06:14:23,,,,,pee:Medium,
676,10,Sleep,2025-05-02 06:30:19,2025-05-02 08:45:27,135,,,,
675,10,Diaper,2025-05-02 08:58:48,,,,,"Both, pee:Medium poo:Medium",
678,10,Pump,2025-05-02 08:58:52,2025-05-02 09:08:52,10,35ml,,60ml,
679,10,Feed,2025-05-02 09:18:43,,,Breast Milk,Bottle,95ml,
680,10,Diaper,2025-05-02 10:00:01,,,,,"Both, pee:Small poo:Medium",
681,10,Sleep,2025-05-02 10:40:04,2025-05-02 11:50:03,69,,,,
684,10,Pump,2025-05-02 11:50:37,2025-05-02 12:00:37,10,40ml,,60ml,
682,10,Feed,2025-05-02 12:07:42,,,Breast Milk,Bottle,90ml,
685,10,Diaper,2025-05-02 12:37:14,,,,,"Both, pee:Small poo:Medium",
686,10,Diaper,2025-05-02 13:04:03,,,,,"Both, pee:Small poo:Small",
688,10,Sleep,2025-05-02 13:20:39,2025-05-02 16:44:39,204,,,,
687,10,Pump,2025-05-02 14:40:13,2025-05-02 14:50:13,10,30ml,,50ml,
689,10,Diaper,2025-05-02 16:44:50,,,,,pee:Medium,
690,10,Feed,2025-05-02 16:48:18,,,Breast Milk,Bottle,90ml,
695,10,Sleep,2025-05-02 17:20:55,2025-05-02 19:20:53,119,,,,
692,10,Pump,2025-05-02 19:43:19,2025-05-02 19:53:19,10,45ml,,70ml,
691,10,Diaper,2025-05-02 19:45:13,,,,,pee:Medium,
693,10,Feed,2025-05-02 19:59:41,,,Breast Milk,Bottle,90ml,
698,10,Sleep,2025-05-02 20:25:02,2025-05-03 00:05:34,220,,,,
694,10,Pump,2025-05-02 22:22:12,2025-05-02 22:33:12,11,35ml,,55ml,
696,10,Feed,2025-05-03 00:10:07,,,Breast Milk,Bottle,95ml,
697,10,Diaper,2025-05-03 00:25:17,,,,,"Both, pee:Medium poo:Medium",
701,10,Sleep,2025-05-03 00:37:40,2025-05-03 03:35:42,178,,,,
699,10,Pump,2025-05-03 02:30:41,2025-05-03 02:43:41,13,35ml,,60ml,
700,10,Diaper,2025-05-03 03:40:36,,,,,"Both, pee:Small poo:Medium",
702,10,Feed,2025-05-03 03:45:50,,,Breast Milk,Bottle,95ml,
703,10,Diaper,2025-05-03 04:10:20,,,,,"Both, pee:Medium poo:Medium",
706,10,Sleep,2025-05-03 04:15:08,2025-05-03 06:50:21,155,,,,
704,10,Pump,2025-05-03 06:22:16,2025-05-03 06:37:16,15,40ml,,60ml,
705,10,Feed,2025-05-03 07:00:04,,,Breast Milk,Bottle,90ml,
707,10,Diaper,2025-05-03 07:15:29,,,,,pee:Big,
708,10,Sleep,2025-05-03 08:00:44,2025-05-03 09:35:53,95,,,,
709,10,Pump,2025-05-03 09:30:10,2025-05-03 09:43:10,13,40ml,,65ml,
710,10,Feed,2025-05-03 10:40:01,,,Breast Milk,Bottle,93ml,
711,10,Diaper,2025-05-03 11:00:48,,,,,"Both, pee:Medium poo:big",
712,10,Diaper,2025-05-03 11:31:48,,,,,"Both, pee:Small poo:Small",
715,10,Sleep,2025-05-03 12:24:36,2025-05-03 13:20:01,55,,,,
713,10,Pump,2025-05-03 12:33:58,2025-05-03 12:43:58,10,45ml,,65ml,
714,10,Feed,2025-05-03 13:23:20,,,Breast Milk,Bottle,90ml,
717,10,Sleep,2025-05-03 13:43:19,2025-05-03 16:34:49,171,,,,
716,10,Pump,2025-05-03 15:48:38,2025-05-03 16:00:38,12,30ml,,40ml,
718,10,Diaper,2025-05-03 16:40:14,,,,,"Both, pee:Medium poo:Medium",
719,10,Feed,2025-05-03 16:48:47,,,Breast Milk,Bottle,90ml,
720,10,Diaper,2025-05-03 17:28:39,,,,,poo:Small,
722,10,Sleep,2025-05-03 17:58:50,2025-05-03 20:39:01,160,,,,
721,10,Pump,2025-05-03 18:55:22,2025-05-03 19:05:22,10,0ml,,0ml,
723,10,Feed,2025-05-03 20:38:10,,,Breast Milk,Bottle,90ml,
724,10,Diaper,2025-05-03 20:56:54,,,,,"Both, pee:Medium poo:Small",
727,10,Sleep,2025-05-03 21:00:46,2025-05-04 00:15:26,194,,,,
725,10,Pump,2025-05-03 21:50:26,2025-05-03 22:03:26,13,45ml,,70ml,
726,10,Feed,2025-05-04 00:15:07,,,Breast Milk,Bottle,95ml,
728,10,Diaper,2025-05-04 00:35:40,,,,,pee:Medium,
730,10,Sleep,2025-05-04 01:00:50,2025-05-04 03:28:09,147,,,,
729,10,Pump,2025-05-04 03:05:09,2025-05-04 03:17:09,12,40ml,,60ml,
731,10,Diaper,2025-05-04 03:31:48,,,,,"Both, pee:Medium poo:Medium",
732,10,Feed,2025-05-04 03:33:50,,,Breast Milk,Bottle,100ml,
733,10,Sleep,2025-05-04 04:00:09,2025-05-04 06:30:21,150,,,,
734,10,Pump,2025-05-04 06:40:40,2025-05-04 06:50:40,10,40ml,,50ml,
735,10,Feed,2025-05-04 07:15:19,,,Breast Milk,Bottle,90ml,
737,10,Sleep,2025-05-04 07:40:12,2025-05-04 08:30:45,50,,,,
736,10,Diaper,2025-05-04 08:35:20,,,,,"Both, pee:Big poo:Medium",
739,10,Pump,2025-05-04 09:40:00,2025-05-04 09:52:00,12,40ml,,50ml,
742,10,Sleep,2025-05-04 09:45:30,2025-05-04 13:24:57,219,,,,
738,10,Feed,2025-05-04 10:40:15,,,Breast Milk,Bottle,90ml,
740,10,Pump,2025-05-04 12:40:05,2025-05-04 12:50:05,10,40ml,,50ml,
741,10,Pump,2025-05-04 12:40:05,2025-05-04 12:50:05,10,40ml,,50ml,
743,10,Diaper,2025-05-04 13:36:04,,,,,"Both, pee:Medium poo:Small",
744,10,Feed,2025-05-04 13:40:51,,,Breast Milk,Bottle,95ml,
745,10,Diaper,2025-05-04 13:52:02,,,,,"Both, pee:Medium poo:Medium",
747,10,Sleep,2025-05-04 14:24:03,2025-05-04 16:31:30,127,,,,
746,10,Pump,2025-05-04 15:55:58,2025-05-04 16:07:58,12,40ml,,50ml,
748,10,Feed,2025-05-04 16:49:55,,,Breast Milk,Bottle,95ml,
749,10,Diaper,2025-05-04 17:29:00,,,,,"Both, pee:Medium poo:Small",
752,10,Sleep,2025-05-04 18:14:08,2025-05-04 21:30:44,196,,,,
750,10,Pump,2025-05-04 19:14:26,2025-05-04 19:27:26,13,40ml,,60ml,
751,10,Feed,2025-05-04 21:35:55,,,Breast Milk,Bottle,95ml,
753,10,Diaper,2025-05-04 21:49:42,,,,,pee:Medium,
757,10,Sleep,2025-05-04 22:10:34,2025-05-05 01:00:51,170,,,,
