ActivityID,CustomerID,Type,StartTime,EndTime,Duration,StartCondition,StartLocation,EndCondition,Notes
754,10,Pump,2025-05-04 22:20:11,2025-05-04 22:34:11,14,40ml,,60ml,
755,10,Feed,2025-05-05 01:05:06,,,Breast Milk,Bottle,100ml,
756,10,Diaper,2025-05-05 01:13:41,,,,,poo:Medium,
763,10,Sleep,2025-05-05 01:28:34,2025-05-05 04:31:23,182,,,,
758,10,Pump,2025-05-05 02:32:25,2025-05-05 02:47:25,15,37ml,,48ml,
759,10,Diaper,2025-05-05 04:35:37,,,,,pee:Small,
760,10,Feed,2025-05-05 04:37:55,,,Breast Milk,Bottle,85ml,
764,10,Sleep,2025-05-05 05:00:10,2025-05-05 07:25:20,145,,,,
761,10,Pump,2025-05-05 07:16:54,2025-05-05 07:28:54,12,40ml,,60ml,
762,10,Feed,2025-05-05 07:30:28,,,Breast Milk,Bottle,100ml,
765,10,Diaper,2025-05-05 08:00:59,,,,,"Both, pee:Big poo:Big",
766,10,Diaper,2025-05-05 08:18:11,,,,,"Both, pee:Medium poo:Medium",
769,10,Sleep,2025-05-05 08:45:34,2025-05-05 11:05:47,140,,,,
767,10,Pump,2025-05-05 10:55:26,2025-05-05 11:05:26,10,40ml,,60ml,
768,10,Feed,2025-05-05 11:10:48,,,Breast Milk,Bottle,100ml,
774,10,Sleep,2025-05-05 11:50:50,2025-05-05 14:15:13,144,,,,
770,10,Diaper,2025-05-05 12:16:34,,,,,pee:Medium,
773,10,Diaper,2025-05-05 14:20:56,,,,,"Both, pee:Small poo:Small",
771,10,Pump,2025-05-05 14:27:20,2025-05-05 14:40:20,13,48ml,,62ml,
772,10,Feed,2025-05-05 14:28:17,,,Breast Milk,Bottle,85ml,
775,10,Diaper,2025-05-05 14:53:09,,,,,poo:Medium,
777,10,Sleep,2025-05-05 15:20:10,2025-05-05 16:30:29,70,,,,
776,10,Diaper,2025-05-05 16:35:22,,,,,"Both, pee:Medium poo:Medium",
778,10,Pump,2025-05-05 17:10:53,2025-05-05 17:20:53,10,37ml,,48ml,
779,10,Sleep,2025-05-05 17:20:50,2025-05-05 18:14:52,54,,,,
780,10,Feed,2025-05-05 18:17:16,,,Breast Milk,Bottle,95ml,
782,10,Sleep,2025-05-05 18:49:42,2025-05-05 19:37:41,47,,,,
781,10,Diaper,2025-05-05 19:37:29,,,,,pee:Medium,
783,10,Pump,2025-05-05 19:55:12,2025-05-05 20:05:12,10,35ml,,45ml,
784,10,Sleep,2025-05-05 20:55:26,2025-05-05 21:46:00,50,,,,
785,10,Feed,2025-05-05 21:56:02,,,Breast Milk,Bottle,95ml,
786,10,Diaper,2025-05-05 22:24:40,,,,,pee:Medium,
789,10,Sleep,2025-05-05 22:30:40,2025-05-06 01:50:59,200,,,,
788,10,Pump,2025-05-05 22:50:57,2025-05-05 23:01:57,11,35ml,,55ml,
790,10,Feed,2025-05-06 01:55:06,,,Breast Milk,Bottle,95ml,
792,10,Diaper,2025-05-06 02:07:26,,,,,"Both, pee:small poo:Medium",
793,10,Pump,2025-05-06 02:20:28,2025-05-06 02:35:28,15,38ml,,47ml,
794,10,Sleep,2025-05-06 02:45:37,2025-05-06 05:05:40,140,,,,
795,10,Feed,2025-05-06 05:10:51,,,Breast Milk,Bottle,85ml,
796,10,Diaper,2025-05-06 05:35:04,,,,,"Both, pee:small poo:Medium",
799,10,Sleep,2025-05-06 05:50:35,2025-05-06 08:10:45,140,,,,
797,10,Pump,2025-05-06 07:33:00,2025-05-06 07:45:00,12,38ml,,47ml,
798,10,Feed,2025-05-06 08:23:30,,,Breast Milk,Bottle,92,
800,10,Diaper,2025-05-06 08:50:05,,,,,"Both, pee:Medium poo:Medium",
801,10,Diaper,2025-05-06 09:10:34,,,,,"Both, pee:Small poo:Small",
802,10,Sleep,2025-05-06 10:23:28,2025-05-06 11:10:13,46,,,,
803,10,Diaper,2025-05-06 11:16:24,,,,,"Both, pee:Small poo:Small",
804,10,Feed,2025-05-06 11:42:16,,,Breast Milk,Bottle,90ml,
807,10,Sleep,2025-05-06 12:13:20,2025-05-06 14:20:11,126,,,,
805,10,Pump,2025-05-06 12:53:16,2025-05-06 13:05:16,12,35ml,,70ml,
808,10,Diaper,2025-05-06 14:24:28,,,,,pee:Medium,
806,10,Feed,2025-05-06 14:28:55,,,Breast Milk,Bottle,90ml,
809,10,Pump,2025-05-06 15:48:39,2025-05-06 16:02:39,14,65ml,,65ml,
810,10,Diaper,2025-05-06 16:20:29,,,,,"Both, pee:Medium poo:Medium",
811,10,Feed,2025-05-06 17:22:46,,,Breast Milk,Bottle,95ml,
828,10,Sleep,2025-05-06 17:30:02,2025-05-06 20:30:17,180,,,,
812,10,Pump,2025-05-06 18:48:41,2025-05-06 18:59:41,11,30ml,,50ml,
814,10,Diaper,2025-05-06 20:20:23,,,,,"Both, pee:Medium poo:Small",
813,10,Feed,2025-05-06 20:23:08,,,Breast Milk,Bottle,100ml,
817,10,Sleep,2025-05-06 21:00:38,2025-05-07 00:00:59,180,,,,
815,10,Pump,2025-05-06 21:27:48,2025-05-06 21:41:48,14,45ml,,55ml,
816,10,Diaper,2025-05-07 00:03:52,,,,,pee:Medium,
818,10,Feed,2025-05-07 00:10:51,,,Breast Milk,Bottle,100ml,
819,10,Diaper,2025-05-07 00:26:46,,,,,poo:Medium,
821,10,Sleep,2025-05-07 00:49:31,2025-05-07 04:00:42,191,,,,
820,10,Pump,2025-05-07 01:55:04,2025-05-07 02:10:04,15,35ml,,55ml,
822,10,Feed,2025-05-07 04:15:39,,,Breast Milk,Bottle,95,
823,10,Diaper,2025-05-07 04:26:46,,,,,pee:Medium,
827,10,Sleep,2025-05-07 04:45:05,2025-05-07 08:00:29,195,,,,
824,10,Pump,2025-05-07 06:25:34,2025-05-07 06:36:34,11,40ml,,70ml,
825,10,Diaper,2025-05-07 07:57:47,,,,,"Both, pee:Medium poo:Medium",
826,10,Feed,2025-05-07 08:06:01,,,Breast Milk,Bottle,90ml,
829,10,Diaper,2025-05-07 08:56:13,,,,,"Both, pee:Big poo:Big",
830,10,Feed,2025-05-07 09:30:48,,,Breast Milk,Bottle,40,
832,10,Pump,2025-05-07 10:00:21,2025-05-07 10:10:21,10,35ml,,50ml,
835,10,Sleep,2025-05-07 10:00:58,2025-05-07 12:20:11,139,,,,
834,10,Feed,2025-05-07 12:35:52,,,Breast Milk,Bottle,95ml,
833,10,Diaper,2025-05-07 13:00:41,,,,,pee:Big,
836,10,Pump,2025-05-07 14:02:28,2025-05-07 14:11:28,9,50ml,,80ml,
837,10,Feed,2025-05-07 14:14:26,,,Breast Milk,Bottle,40ml,
839,10,Sleep,2025-05-07 14:27:13,2025-05-07 14:55:48,28,,,,
838,10,Diaper,2025-05-07 15:00:32,,,,,"Both, pee:Medium poo:Medium",
844,10,Sleep,2025-05-07 15:30:21,2025-05-07 17:46:31,136,,,,
842,10,Sleep,2025-05-07 15:45:11,2025-05-07 17:30:13,105,,,,
840,10,Pump,2025-05-07 17:00:36,2025-05-07 17:10:36,10,40ml,,45ml,
841,10,Feed,2025-05-07 17:35:54,,,Breast Milk,Bottle,90ml,
843,10,Feed,2025-05-07 17:40:13,,,Breast Milk,Bottle,95ml,
845,10,Diaper,2025-05-07 18:02:02,,,,,pee:Small,
847,10,Pump,2025-05-07 20:12:56,2025-05-07 20:22:56,10,40ml,,50ml,
846,10,Feed,2025-05-07 20:25:14,,,Breast Milk,Bottle,100ml,
851,10,Sleep,2025-05-07 21:00:19,2025-05-08 00:09:51,189,,,,
850,10,Pump,2025-05-07 23:45:45,2025-05-07 23:57:45,12,42ml,,53ml,
852,10,Diaper,2025-05-08 00:09:55,,,,,"Both, pee:Big poo:Big",
853,10,Feed,2025-05-08 00:15:31,,,Breast Milk,Bottle,95ml,
858,10,Sleep,2025-05-08 00:51:49,2025-05-08 05:05:16,253,,,,
855,10,Pump,2025-05-08 04:13:21,2025-05-08 04:23:21,10,35ml,,45ml,
856,10,Feed,2025-05-08 05:05:18,,,Breast Milk,Bottle,90ml,
857,10,Diaper,2025-05-08 05:26:09,,,,,pee:Medium,
859,10,Sleep,2025-05-08 05:30:07,2025-05-08 08:10:19,160,,,,
860,10,Feed,2025-05-08 08:51:22,,,Breast Milk,Bottle,100ml,
861,10,Diaper,2025-05-08 09:25:21,,,,,"Both, pee:Medium poo:Big",
862,10,Diaper,2025-05-08 10:14:28,,,,,"Both, pee:Medium poo:Small",
864,10,Sleep,2025-05-08 11:30:57,2025-05-08 12:35:13,64,,,,
863,10,Pump,2025-05-08 12:15:11,2025-05-08 12:25:11,10,40ml,,75ml,
865,10,Feed,2025-05-08 12:43:42,,,Breast Milk,Bottle,95ml,
868,10,Sleep,2025-05-08 13:30:13,2025-05-08 15:30:23,120,,,,
866,10,Pump,2025-05-08 15:35:27,2025-05-08 15:45:27,10,35ml,,40ml,
867,10,Feed,2025-05-08 15:48:57,,,Breast Milk,Bottle,95ml,
870,10,Diaper,2025-05-08 16:00:42,,,,,"Both, pee:Big poo:Big",
869,10,Diaper,2025-05-08 16:49:28,,,,,poo:Small,
873,10,Sleep,2025-05-08 17:00:11,2025-05-08 18:40:37,100,,,,
871,10,Pump,2025-05-08 18:30:27,2025-05-08 18:40:27,10,35ml,,63ml,
872,10,Feed,2025-05-08 18:45:51,,,Breast Milk,Bottle,88ml,
874,10,Sleep,2025-05-08 19:28:53,2025-05-08 20:50:41,81,,,,
876,10,Diaper,2025-05-08 21:00:24,,,,,pee:Big,
875,10,Feed,2025-05-08 21:05:55,,,Breast Milk,Bottle,98ml,
878,10,Sleep,2025-05-08 21:40:10,2025-05-09 01:32:34,232,,,,
877,10,Pump,2025-05-08 21:50:11,2025-05-08 22:05:11,15,46ml,,56ml,
879,10,Feed,2025-05-09 01:33:58,,,Breast Milk,Bottle,102ml,
880,10,Diaper,2025-05-09 02:00:27,,,,,pee:Medium,
883,10,Sleep,2025-05-09 02:05:27,2025-05-09 05:35:11,209,,,,
881,10,Diaper,2025-05-09 02:19:36,,,,,poo:Medium,
882,10,Pump,2025-05-09 02:24:23,2025-05-09 02:39:23,15,42ml,,46ml,
884,10,Feed,2025-05-09 05:40:21,,,Breast Milk,Bottle,90,
885,10,Diaper,2025-05-09 06:09:52,,,,,pee:Small,
886,10,Pump,2025-05-09 06:15:26,2025-05-09 06:27:26,12,38ml,,45ml,
887,10,Sleep,2025-05-09 06:20:51,2025-05-09 08:38:52,138,,,,
888,10,Feed,2025-05-09 08:50:17,,,Breast Milk,Bottle,100ml,
889,10,Diaper,2025-05-09 09:35:51,,,,,pee:Medium,
890,10,Diaper,2025-05-09 09:40:36,,,,,poo:Medium,
891,10,Sleep,2025-05-09 10:32:57,2025-05-09 11:50:35,77,,,,
892,10,Feed,2025-05-09 11:53:48,,,Breast Milk,Bottle,80ml,
893,10,Pump,2025-05-09 12:00:13,2025-05-09 12:10:13,10,40ml,,60ml,
894,10,Diaper,2025-05-09 12:45:40,,,,,"Both, pee:Medium poo:Small",
897,10,Sleep,2025-05-09 13:50:07,2025-05-09 14:35:38,45,,,,
895,10,Feed,2025-05-09 14:37:08,,,Breast Milk,Bottle,100ml,
896,10,Diaper,2025-05-09 15:09:06,,,,,"Both, pee:Medium poo:Small",
898,10,Sleep,2025-05-09 16:30:48,2025-05-09 18:20:26,109,,,,
899,10,Feed,2025-05-09 18:20:29,,,Breast Milk,Bottle,100ml,
900,10,Pump,2025-05-09 18:25:35,2025-05-09 18:35:35,10,35ml,,45ml,
904,10,Sleep,2025-05-09 20:00:22,2025-05-09 22:00:06,119,,,,
901,10,Feed,2025-05-09 21:55:10,,,Breast Milk,Bottle,103ml,
906,10,Pump,2025-05-09 22:07:18,2025-05-09 22:17:18,10,45ml,,65ml,
903,10,Diaper,2025-05-09 22:16:20,,,,,"Both, pee:Big poo:Small",
908,10,Sleep,2025-05-09 22:30:45,2025-05-10 01:50:59,200,,,,
907,10,Diaper,2025-05-09 23:07:21,,,,,"Both, pee:Medium poo:Medium",
909,10,Feed,2025-05-10 01:55:38,,,Breast Milk,Bottle,110ml,
910,10,Diaper,2025-05-10 02:22:53,,,,,pee:Small,
913,10,Sleep,2025-05-10 02:25:12,2025-05-10 05:50:19,205,,,,
911,10,Pump,2025-05-10 02:40:46,2025-05-10 02:55:46,15,36ml,,56ml,
914,10,Feed,2025-05-10 05:55:50,,,Breast Milk,Bottle,92ml,
912,10,Diaper,2025-05-10 06:18:47,,,,,"Both, pee:medium poo:Big",
915,10,Sleep,2025-05-10 06:56:32,2025-05-10 07:45:08,48,,,,
917,10,Pump,2025-05-10 07:20:10,2025-05-10 07:33:10,13,50ml,,70ml,
916,10,Feed,2025-05-10 09:10:23,,,Breast Milk,Bottle,100,
918,10,Sleep,2025-05-10 09:45:29,2025-05-10 10:58:35,73,,,,
919,10,Diaper,2025-05-10 11:05:50,,,,,"Both, pee:Big poo:Medium",
920,10,Feed,2025-05-10 12:50:44,,,Breast Milk,Bottle,100ml,
928,10,Pump,2025-05-10 12:50:44,2025-05-10 13:00:44,10,50ml,,50ml,
921,10,Sleep,2025-05-10 13:00:30,2025-05-10 15:40:05,159,,,,
922,10,Diaper,2025-05-10 15:47:07,,,,,poo:Small,
923,10,Feed,2025-05-10 15:50:08,,,Breast Milk,Bottle,100ml,
929,10,Pump,2025-05-10 15:50:15,2025-05-10 16:05:15,15,50ml,,50ml,
924,10,Diaper,2025-05-10 16:20:43,,,,,"Both, pee:Small poo:Medium",
925,10,Diaper,2025-05-10 16:30:50,,,,,poo:Medium,
926,10,Diaper,2025-05-10 16:52:17,,,,,"Both, pee:Small poo:Small",
927,10,Feed,2025-05-10 19:12:27,,,Breast Milk,Bottle,98ml,
933,10,Sleep,2025-05-10 19:40:00,2025-05-10 22:35:08,175,,,,
930,10,Pump,2025-05-10 19:40:42,2025-05-10 19:50:42,10,40ml,,65ml,
931,10,Feed,2025-05-10 22:30:44,,,Breast Milk,Bottle,100ml,
932,10,Diaper,2025-05-10 22:52:43,,,,,pee:Small,
935,10,Sleep,2025-05-10 23:00:58,2025-05-11 01:30:24,149,,,,
938,10,Pump,2025-05-11 01:35:09,2025-05-11 01:48:09,13,40ml,,70ml,
940,10,Feed,2025-05-11 01:55:48,,,Breast Milk,Bottle,108ml,
939,10,Diaper,2025-05-11 02:18:59,,,,,pee:Big,
942,10,Diaper,2025-05-11 05:15:23,,,,,"Both, pee:small poo:medium",
943,10,Feed,2025-05-11 05:20:02,,,Breast Milk,Bottle,102ml,
944,10,Pump,2025-05-11 05:25:58,2025-05-11 05:37:58,12,46ml,,60ml,
945,10,Sleep,2025-05-11 05:55:19,2025-05-11 08:00:08,124,,,,
946,10,Diaper,2025-05-11 08:00:38,,,,,"Both, pee:Medium poo:Small",
948,10,Pump,2025-05-11 09:25:38,2025-05-11 09:45:38,20,50ml,,50ml,
947,10,Feed,2025-05-11 09:25:54,,,Breast Milk,Bottle,100ml,
949,10,Diaper,2025-05-11 10:00:41,,,,,"Both, pee:Small poo:Big",
951,10,Feed,2025-05-11 12:33:36,,,Breast Milk,Bottle,100ml,
952,10,Pump,2025-05-11 12:33:51,2025-05-11 12:48:51,15,50ml,,50ml,
950,10,Diaper,2025-05-11 13:01:48,,,,,pee:Small,
953,10,Feed,2025-05-11 15:35:09,,,Breast Milk,Bottle,100ml,
958,10,Sleep,2025-05-11 16:30:38,2025-05-11 18:40:40,130,,,,
954,10,Pump,2025-05-11 17:10:57,2025-05-11 17:20:57,10,42ml,,58ml,
955,10,Feed,2025-05-11 18:40:39,,,Breast Milk,Bottle,100ml,
956,10,Pump,2025-05-11 18:40:58,2025-05-11 19:00:58,20,50ml,,50ml,
957,10,Diaper,2025-05-11 19:10:16,,,,,"Both, pee:Medium poo:Medium",
960,10,Sleep,2025-05-11 19:15:48,2025-05-11 21:55:03,159,,,,
961,10,Feed,2025-05-11 22:00:30,,,Breast Milk,Bottle,110ml,
959,10,Pump,2025-05-11 22:05:21,2025-05-11 22:20:21,15,40ml,,62ml,
962,10,Diaper,2025-05-11 22:34:50,,,,,pee:Medium,
965,10,Sleep,2025-05-11 22:35:02,2025-05-12 02:05:44,210,,,,
964,10,Feed,2025-05-12 02:09:17,,,Breast Milk,Bottle,102,
963,10,Diaper,2025-05-12 02:38:07,,,,,pee:Medium,
967,10,Pump,2025-05-12 02:42:01,2025-05-12 02:55:01,13,42ml,,58ml,
966,10,Diaper,2025-05-12 02:51:01,,,,,poo:Medium,
969,10,Sleep,2025-05-12 02:53:11,2025-05-12 05:15:08,141,,,,
968,10,Feed,2025-05-12 05:20:55,,,Breast Milk,Bottle,100ml,
970,10,Diaper,2025-05-12 05:49:38,,,,,pee:Medium,
974,10,Sleep,2025-05-12 06:10:26,2025-05-12 08:15:12,124,,,,
975,10,Pump,2025-05-12 07:40:27,2025-05-12 07:54:27,14,43ml,,62ml,
973,10,Diaper,2025-05-12 08:20:10,,,,,"Both, pee:Medium poo:Small",
972,10,Feed,2025-05-12 08:27:55,,,Breast Milk,Bottle,105ml,
976,10,Diaper,2025-05-12 08:47:19,,,,,poo:Medium,
978,10,Sleep,2025-05-12 10:17:07,2025-05-12 11:40:16,83,,,,
977,10,Pump,2025-05-12 11:16:45,2025-05-12 11:31:45,15,41ml,,62ml,
979,10,Feed,2025-05-12 11:45:16,,,Breast Milk,Bottle,100ml,
980,10,Diaper,2025-05-12 12:15:32,,,,,pee:Medium,
981,10,Sleep,2025-05-12 12:30:24,2025-05-12 14:54:53,144,,,,
982,10,Feed,2025-05-12 15:02:14,,,Breast Milk,Bottle,103ml,
984,10,Sleep,2025-05-12 15:30:01,2025-05-12 16:00:53,30,,,,
983,10,Pump,2025-05-12 15:42:29,2025-05-12 15:56:29,14,45ml,,58ml,
985,10,Diaper,2025-05-12 16:15:05,,,,,"Both, pee:Small poo:Medium",
986,10,Feed,2025-05-12 18:07:12,,,Breast Milk,Bottle,103ml,
987,10,Diaper,2025-05-12 19:06:17,,,,,pee:Big,
988,10,Pump,2025-05-12 19:35:05,2025-05-12 19:50:05,15,43ml,,62ml,
990,10,Diaper,2025-05-12 21:05:08,,,,,pee:Medium,
989,10,Feed,2025-05-12 21:15:17,,,Breast Milk,Bottle,100ml,
991,10,Pump,2025-05-12 21:15:38,2025-05-12 21:25:38,10,35ml,,35ml,
993,10,Sleep,2025-05-12 21:56:26,2025-05-13 01:46:54,230,,,,
992,10,Pump,2025-05-13 01:16:22,2025-05-13 01:31:22,15,40ml,,65ml,
994,10,Feed,2025-05-13 01:48:25,,,Breast Milk,Bottle,110ml,
995,10,Diaper,2025-05-13 02:19:45,,,,,"Both, pee:Medium poo:Medium",
996,10,Sleep,2025-05-13 02:19:51,2025-05-13 05:12:39,172,,,,
997,10,Diaper,2025-05-13 02:30:23,,,,,"Both, pee:Small poo:Small",
998,10,Feed,2025-05-13 05:12:24,,,Breast Milk,Bottle,110ml,
1000,10,Pump,2025-05-13 05:20:43,2025-05-13 05:30:43,10,30ml,,30ml,
999,10,Diaper,2025-05-13 05:35:50,,,,,"Both, pee:Big poo:Big",
1001,10,Sleep,2025-05-13 05:57:14,2025-05-13 08:15:48,138,,,,
1003,10,Pump,2025-05-13 08:15:10,2025-05-13 08:25:10,10,55ml,,55ml,
1002,10,Feed,2025-05-13 08:15:56,,,Breast Milk,Bottle,110ml,
1005,10,Diaper,2025-05-13 08:50:29,,,,,pee:Medium,
1004,10,Diaper,2025-05-13 08:59:32,,,,,"Both, pee:small poo:medium",
1008,10,Sleep,2025-05-13 10:30:29,2025-05-13 11:50:41,80,,,,
1007,10,Pump,2025-05-13 11:50:07,2025-05-13 12:00:07,10,55ml,,55ml,
1006,10,Feed,2025-05-13 11:50:54,,,Breast Milk,Bottle,110ml,
1013,10,Sleep,2025-05-13 13:00:02,2025-05-13 14:00:18,60,,,,
1009,10,Diaper,2025-05-13 14:00:54,,,,,"Both, pee:Big poo:Small",
1010,10,Diaper,2025-05-13 14:20:30,,,,,"Both, pee:Small poo:Medium",
1011,10,Feed,2025-05-13 14:30:35,,,Breast Milk,Bottle,110ml,
1012,10,Pump,2025-05-13 14:30:50,2025-05-13 14:50:50,20,55ml,,55ml,
1014,10,Sleep,2025-05-13 14:52:57,2025-05-13 15:30:53,37,,,,
1015,10,Diaper,2025-05-13 16:08:06,,,,,"Both, pee:Big poo:Medium",
1018,10,Pump,2025-05-13 17:00:28,2025-05-13 17:10:28,10,55ml,,55ml,
1016,10,Feed,2025-05-13 17:00:38,,,Breast Milk,Bottle,110ml,
1021,10,Diaper,2025-05-13 18:28:41,,,,,"Both, pee:Big poo:Small",
1023,10,Sleep,2025-05-13 19:30:55,2025-05-13 21:10:02,99,,,,
1020,10,Feed,2025-05-13 21:10:17,,,Breast Milk,Bottle,110ml,
1019,10,Pump,2025-05-13 21:12:37,2025-05-13 21:24:37,12,50ml,,85ml,
1022,10,Diaper,2025-05-13 21:31:50,,,,,pee:Medium,
1024,10,Sleep,2025-05-13 22:10:55,2025-05-14 01:22:52,191,,,,
1026,10,Feed,2025-05-14 01:23:38,,,Breast Milk,Bottle,115ml,
1029,10,Pump,2025-05-14 01:25:33,2025-05-14 01:40:33,15,44ml,,68ml,
1027,10,Diaper,2025-05-14 01:45:08,,,,,"Both, pee:Medium poo:Small",
1030,10,Sleep,2025-05-14 02:20:03,2025-05-14 05:50:27,210,,,,
1031,10,Feed,2025-05-14 05:50:38,,,Breast Milk,Bottle,112,
1032,10,Pump,2025-05-14 05:58:34,2025-05-14 06:13:34,15,41ml,,57ml,
1033,10,Diaper,2025-05-14 06:10:53,,,,,pee:Medium,
1034,10,Sleep,2025-05-14 07:10:08,2025-05-14 09:06:30,116,,,,
1035,10,Feed,2025-05-14 09:10:41,,,Breast Milk,Bottle,98ml,
1036,10,Diaper,2025-05-14 09:40:04,,,,,pee:Medium,
1037,10,Pump,2025-05-14 10:05:39,2025-05-14 10:17:39,12,42ml,,73ml,
1038,10,Diaper,2025-05-14 10:20:52,,,,,"Both, pee:Medium poo:Medium",
1039,10,Feed,2025-05-14 12:30:09,,,Breast Milk,Bottle,115ml,
1041,10,Sleep,2025-05-14 13:21:29,2025-05-14 15:33:52,132,,,,
1040,10,Pump,2025-05-14 14:15:50,2025-05-14 14:25:50,10,35ml,,45ml,
1042,10,Diaper,2025-05-14 15:36:37,,,,,"Both, pee:Big poo:Small",
1045,10,Pump,2025-05-14 15:40:37,2025-05-14 16:00:37,20,55ml,,55ml,
1044,10,Feed,2025-05-14 15:40:47,,,Breast Milk,Bottle,110ml,
1043,10,Diaper,2025-05-14 16:06:41,,,,,poo:Small,
1054,10,Sleep,2025-05-14 17:30:24,2025-05-14 18:50:28,80,,,,
1046,10,Feed,2025-05-14 19:03:57,,,Formula,Bottle,125ml,
1048,10,Diaper,2025-05-14 19:18:07,,,,,"Both, pee:Big poo:Medium",
1049,10,Pump,2025-05-14 20:20:54,2025-05-14 20:31:54,11,55ml,,75ml,
1051,10,Sleep,2025-05-14 20:50:41,2025-05-14 23:40:11,169,,,,
1052,10,Feed,2025-05-14 23:45:25,,,Breast Milk,Bottle,115,
1050,10,Diaper,2025-05-15 00:08:56,,,,,"Both, pee:Big poo:Medium",
1053,10,Pump,2025-05-15 00:17:32,2025-05-15 00:32:32,15,35ml,,50ml,
1055,10,Sleep,2025-05-15 00:30:43,2025-05-15 02:46:55,136,,,,
1057,10,Feed,2025-05-15 02:50:24,,,Breast Milk,Bottle,85ml,
1056,10,Diaper,2025-05-15 02:55:11,,,,,pee:Medium,
1058,10,Pump,2025-05-15 03:15:31,2025-05-15 03:28:31,13,32ml,,45ml,
1059,10,Sleep,2025-05-15 03:30:05,2025-05-15 06:30:34,180,,,,
1060,10,Feed,2025-05-15 06:35:42,,,Breast Milk,Bottle,115ml,
1061,10,Diaper,2025-05-15 06:56:23,,,,,pee:Big,
1062,10,Pump,2025-05-15 07:08:08,2025-05-15 07:22:08,14,43ml,,55ml,
1063,10,Diaper,2025-05-15 07:45:27,,,,,"Both, pee:Medium poo:Medium",
1064,10,Feed,2025-05-15 09:40:35,,,Breast Milk,Bottle,120ml,
1065,10,Pump,2025-05-15 09:40:54,2025-05-15 10:00:54,20,60ml,,60ml,
1066,10,Sleep,2025-05-15 10:14:44,2025-05-15 11:59:03,104,,,,
1067,10,Diaper,2025-05-15 12:00:41,,,,,"Both, pee:Big poo:Small",
1068,10,Feed,2025-05-15 13:10:56,,,Formula,Bottle,110ml,
1069,10,Sleep,2025-05-15 13:41:50,2025-05-15 14:27:46,45,,,,
1071,10,Diaper,2025-05-15 14:25:06,,,,,"Both, pee:Medium poo:Small",
1070,10,Pump,2025-05-15 14:50:12,2025-05-15 15:01:12,11,51ml,,75ml,
1072,10,Diaper,2025-05-15 15:15:18,,,,,"Both, pee:Small poo:Medium",
1073,10,Feed,2025-05-15 16:35:33,,,Breast Milk,Bottle,108ml,
1074,10,Sleep,2025-05-15 17:00:12,2025-05-15 17:21:34,21,,,,
1075,10,Diaper,2025-05-15 17:31:19,,,,,pee:Small,
1077,10,Sleep,2025-05-15 17:41:27,2025-05-15 20:12:17,150,,,,
1076,10,Pump,2025-05-15 18:58:55,2025-05-15 19:13:55,15,43ml,,53ml,
1078,10,Feed,2025-05-15 20:12:23,,,Formula,Bottle,140,
1079,10,Diaper,2025-05-15 20:40:36,,,,,"Both, pee:Big poo:Small",
1082,10,Sleep,2025-05-15 21:28:14,2025-05-15 23:51:22,143,,,,
1080,10,Pump,2025-05-15 22:15:48,2025-05-15 22:27:48,12,33ml,,47ml,
1081,10,Feed,2025-05-15 23:57:32,,,Breast Milk,Bottle,110ml,
1083,10,Diaper,2025-05-16 00:29:54,,,,,"Both, pee:Big poo:Big",
1085,10,Sleep,2025-05-16 00:38:08,2025-05-16 03:10:03,151,,,,
1084,10,Diaper,2025-05-16 03:52:55,,,,,"Both, pee:Medium poo:Small",
1086,10,Feed,2025-05-16 03:53:13,,,Formula,Bottle,110ml,
1088,10,Sleep,2025-05-16 03:59:26,2025-05-16 07:20:47,201,,,,
1087,10,Pump,2025-05-16 04:10:38,2025-05-16 04:23:38,13,52ml,,72ml,
1089,10,Feed,2025-05-16 07:24:11,,,Breast Milk,Bottle,120ml,
1091,10,Pump,2025-05-16 07:35:37,2025-05-16 07:50:37,15,37ml,,57ml,
1092,10,Diaper,2025-05-16 07:40:22,,,,,"Both, pee:Small poo:Small",
1093,10,Sleep,2025-05-16 07:45:32,2025-05-16 09:00:50,75,,,,
1094,10,Sleep,2025-05-16 10:30:43,2025-05-16 10:51:38,20,,,,
1096,10,Pump,2025-05-16 10:52:17,2025-05-16 11:12:17,20,55ml,,55ml,
1095,10,Feed,2025-05-16 10:52:39,,,Breast Milk,Bottle,110ml,
1097,10,Diaper,2025-05-16 11:26:28,,,,,pee:Medium,
1098,10,Sleep,2025-05-16 11:37:23,2025-05-16 13:47:10,129,,,,
1099,10,Feed,2025-05-16 14:02:04,,,Breast Milk,Bottle,110ml,
1100,10,Pump,2025-05-16 14:02:25,2025-05-16 14:22:25,20,55ml,,55ml,
1103,10,Sleep,2025-05-16 14:34:52,2025-05-16 15:30:28,55,,,,
1101,10,Diaper,2025-05-16 15:33:40,,,,,"Both, pee:Medium poo:Big",
1102,10,Diaper,2025-05-16 16:55:06,,,,,poo:Big,
1104,10,Feed,2025-05-16 17:20:56,,,Breast Milk,Bottle,120ml,
1105,10,Pump,2025-05-16 17:31:18,2025-05-16 17:41:18,10,37ml,,70ml,
1106,10,Diaper,2025-05-16 19:48:12,,,,,"Both, pee:Medium poo:Small",
1107,10,Sleep,2025-05-16 20:00:06,2025-05-16 21:16:16,76,,,,
1108,10,Feed,2025-05-16 21:16:23,,,Formula,Bottle,130,
1109,10,Pump,2025-05-16 21:20:10,2025-05-16 21:31:10,11,28ml,,49ml,
